EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 4882,131652,BRAUNSCHWEIG-GLIESMARODE                ,DE,+52:16:32,+010:34:00,  83, TG3,19480101,19601231,   11,National Climate Data Center (DWD)                
 4882,131664,BRAUNSCHWEIG (T.H.)                     ,DE,+52:16:19,+010:32:04,  75, TG3,18910101,19531231,   11,National Climate Data Center (DWD)                
 4882,131676,BRAUNSCHWEIG                            ,DE,+52:17:25,+010:26:54,  81, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
 4883,131688,BREITSOL                                ,DE,+49:54:10,+009:25:45, 585, TG3,19980114,20061101,   11,National Climate Data Center (DWD)                
 4883,910645,BREITSOL                                ,DE,+49:54:00,+009:25:59, 585, TG5,20040101,20061102,    -,Synoptical message from GTS
 4884,100138,BREMEN                                  ,DE,+53:02:47,+008:47:57,   4, TG3,18900101,20190430,   11,National Climate Data Center (DWD)                
 4884,131700,BREMEN-SEEFAHRTSCHULE                   ,DE,+53:06:06,+008:47:03,   4, TG3,19490101,19580630,   11,National Climate Data Center (DWD)                
 4885,131712,BREMERHAVEN                             ,DE,+53:32:04,+008:34:37,   7, TG3,19490101,20190430,   11,National Climate Data Center (DWD)                
 4885,131724,BREMERHAVEN-SPECKENBUTTEL               ,DE,+53:35:21,+008:36:08,   8, TG3,19480101,19611231,   11,National Climate Data Center (DWD)                
 4886,131712,BREMERHAVEN                             ,DE,+53:32:04,+008:34:37,   7, TG3,19490101,20190430,   11,National Climate Data Center (DWD)                
 4886,131724,BREMERHAVEN-SPECKENBUTTEL               ,DE,+53:35:21,+008:36:08,   8, TG3,19480101,19611231,   11,National Climate Data Center (DWD)                
 4887,131736,BREMERVORDE (A)                         ,DE,+53:28:45,+009:09:23,   5, TG3,19370101,19850531,   11,National Climate Data Center (DWD)                
 4887,131748,BREMERVORDE                             ,DE,+53:29:56,+009:10:23,   3, TG3,19980101,20190430,   11,National Climate Data Center (DWD)                
 4887,131760,BREMERVORDE-NIEDEROCHTENHAUSEN          ,DE,+53:31:58,+009:10:03,   5, TG3,19850601,20061231,   11,National Climate Data Center (DWD)                
 4887,910139,BREMERVVOEDE                            ,DE,+53:30:00,+009:10:00,  11, TG5,20040101,20190430,    -,Synoptical message from GTS
 4888,131736,BREMERVORDE (A)                         ,DE,+53:28:45,+009:09:23,   5, TG3,19370101,19850531,   11,National Climate Data Center (DWD)                
 4888,131748,BREMERVORDE                             ,DE,+53:29:56,+009:10:23,   3, TG3,19980101,20190430,   11,National Climate Data Center (DWD)                
 4888,131760,BREMERVORDE-NIEDEROCHTENHAUSEN          ,DE,+53:31:58,+009:10:03,   5, TG3,19850601,20061231,   11,National Climate Data Center (DWD)                
 4888,910139,BREMERVVOEDE                            ,DE,+53:30:00,+009:10:00,  11, TG5,20040101,20190430,    -,Synoptical message from GTS
 4889,131736,BREMERVORDE (A)                         ,DE,+53:28:45,+009:09:23,   5, TG3,19370101,19850531,   11,National Climate Data Center (DWD)                
 4889,131748,BREMERVORDE                             ,DE,+53:29:56,+009:10:23,   3, TG3,19980101,20190430,   11,National Climate Data Center (DWD)                
 4889,131760,BREMERVORDE-NIEDEROCHTENHAUSEN          ,DE,+53:31:58,+009:10:03,   5, TG3,19850601,20061231,   11,National Climate Data Center (DWD)                
 4889,910139,BREMERVVOEDE                            ,DE,+53:30:00,+009:10:00,  11, TG5,20040101,20190430,    -,Synoptical message from GTS
 4890,128280,SCHALLSTADT-MENGEN                      ,DE,+47:57:39,+007:42:45, 215, TG3,19470101,20041231,   11,National Climate Data Center (DWD)                
 4890,131772,ESCHBACH                                ,DE,+47:53:12,+007:39:42, 234, TG3,19710501,20041231,   11,National Climate Data Center (DWD)                
 4891,130848,MAINBURG                                ,DE,+48:39:01,+011:46:42, 431, TG3,19780501,20050131,   11,National Climate Data Center (DWD)                
 4891,131784,ELSENDORF-HORNECK                       ,DE,+48:42:11,+011:51:02, 425, TG3,20050201,20190430,   11,National Climate Data Center (DWD)                
 4892,131796,LIEBENBURG-OTHFRESEN                    ,DE,+52:00:38,+010:23:44, 187, TG3,20041101,20190430,   11,National Climate Data Center (DWD)                
 4893,131808,ALBSTADT-EBINGEN                        ,DE,+48:12:21,+009:02:17, 712, TG3,19730601,19860930,   11,National Climate Data Center (DWD)                
 4894,131820,SIEGSDORF-HOLL                          ,DE,+47:50:08,+012:39:23, 721, TG3,20050601,20190430,   11,National Climate Data Center (DWD)                
 4895,131832,BIELEFELD-DEPPENDORF                    ,DE,+52:04:22,+008:27:28, 105, TG3,20060901,20190430,   11,National Climate Data Center (DWD)                
 4896,124644,KNITTLINGEN                             ,DE,+49:01:39,+008:45:23, 200, TG3,19490101,19831031,   11,National Climate Data Center (DWD)                
 4896,131844,BRETTEN                                 ,DE,+49:01:35,+008:42:59, 185, TG3,19831101,20031231,   11,National Climate Data Center (DWD)                
 4897,131376,BRILON-THULEN                           ,DE,+51:24:56,+008:39:02, 457, TG3,20040601,20190430,   11,National Climate Data Center (DWD)                
 4897,131856,BRILON                                  ,DE,+51:24:12,+008:33:42, 472, TG3,19370101,20040630,   11,National Climate Data Center (DWD)                
 4898,131868,FREUDENBERG/MAIN-BOXTAL                 ,DE,+49:45:52,+009:24:23, 193, TG3,20041201,20190430,   11,National Climate Data Center (DWD)                
 4899,131880,ALBSTADT-BADKAP                         ,DE,+48:12:59,+008:58:45, 759, TG3,19861101,20190430,   11,National Climate Data Center (DWD)                
 4900,131892,BROMBACHTAL-KIRCH-BROMBACH              ,DE,+49:44:08,+008:57:24, 290, TG3,19580101,19861231,   11,National Climate Data Center (DWD)                
 4901,124116,HUSUM                                   ,DE,+54:28:36,+009:03:26,   3, TG3,18910101,19740630,   11,National Climate Data Center (DWD)                
 4901,131904,HATTSTEDT                               ,DE,+54:31:41,+009:02:38,   5, TG3,20050701,20190430,   11,National Climate Data Center (DWD)                
 4902,131916,BROTTERODE                              ,DE,+50:49:45,+010:27:19, 600, TG3,19470101,19801231,   11,National Climate Data Center (DWD)                
 4903,131928,ALBSTADT-ONSTMETTINGEN                  ,DE,+48:16:39,+009:00:03, 794, TG3,19781001,19950531,   11,National Climate Data Center (DWD)                
 4904,131940,DONAUWORTH-OSTERWEILER                  ,DE,+48:44:09,+010:44:34, 434, TG3,20050301,20190430,   11,National Climate Data Center (DWD)                
 4905,131952,OLBERSLEBEN                             ,DE,+51:09:07,+011:19:59, 160, TG3,20050901,20190430,   11,National Climate Data Center (DWD)                
 4906,127836,RODEWISCH                               ,DE,+50:31:39,+012:24:38, 464, TG3,19630101,20060131,   11,National Climate Data Center (DWD)                
 4906,131964,TREUEN                                  ,DE,+50:32:48,+012:17:12, 465, TG3,20051101,20190430,   11,National Climate Data Center (DWD)                
 4907,131976,ARNSBERG-NEHEIM                         ,DE,+51:27:52,+007:58:44, 159, TG3,20051001,20190430,   11,National Climate Data Center (DWD)                
 4908,126732,NIEDERSTOTZINGEN                        ,DE,+48:32:03,+010:14:39, 451, TG3,19510101,19801031,   11,National Climate Data Center (DWD)                
 4908,131988,HERMARINGEN-ALLEWIND                    ,DE,+48:36:38,+010:16:09, 468, TG3,20050901,20190430,   11,National Climate Data Center (DWD)                
 4909,132000,DEUTSCHNEUDORF-BRUDERWIESE              ,DE,+50:37:15,+013:28:59, 688, TG3,20060401,20190430,   11,National Climate Data Center (DWD)                
 4910,132012,PRACKENBACH-NEUHAUSEL                   ,DE,+49:06:34,+012:49:28, 588, TG3,20060801,20190430,   11,National Climate Data Center (DWD)                
 4911,122076,FELDBERG                                ,DE,+53:20:09,+013:26:20,  92, TG3,19470301,19621231,   11,National Climate Data Center (DWD)                
 4911,132024,FELDBERG/MECKLENBURG                    ,DE,+53:19:03,+013:25:03, 115, TG3,20050908,20190430,   11,National Climate Data Center (DWD)                
 4912,132036,JESSNITZ                                ,DE,+51:40:59,+012:18:20,  74, TG3,20070101,20190430,   11,National Climate Data Center (DWD)                
 4913,132048,ALFELD                                  ,DE,+51:58:01,+009:48:15, 144, TG3,20071201,20190430,   11,National Climate Data Center (DWD)                
 4914,132060,EISENACH                                ,DE,+51:00:09,+010:21:48, 312, TG3,20071101,20190430,   11,National Climate Data Center (DWD)                
 4915,130464,WORNITZ-BOTTENWEILER                    ,DE,+49:13:08,+010:13:50, 464, TG3,19480701,20071231,   11,National Climate Data Center (DWD)                
 4915,132072,FEUCHTWANGEN-HEILBRONN                  ,DE,+49:09:47,+010:22:01, 475, TG3,20071101,20190430,   11,National Climate Data Center (DWD)                
 4916,132084,BRUCKEN                                 ,DE,+49:37:53,+007:06:56, 390, TG3,19470101,19991231,   11,National Climate Data Center (DWD)                
 4917,132096,WALDMUNCHEN                             ,DE,+49:23:31,+012:41:07, 499, TG3,20061211,20190430,   11,National Climate Data Center (DWD)                
 4918,131268,BORKUM-SUDERSTRASSE                     ,DE,+53:34:49,+006:40:22,  12, TG3,19470101,20060228,   11,National Climate Data Center (DWD)                
 4918,132108,BORKUM-FLUGPLATZ                        ,DE,+53:36:00,+006:42:11,   3, TG3,20060301,20190430,   11,National Climate Data Center (DWD)                
 4919,132120,AHAUS                                   ,DE,+52:04:58,+006:56:30,  46, TG3,20060301,20190430,   11,National Climate Data Center (DWD)                
 4920,131016,MELCHOW-SCHONHOLZ                       ,DE,+52:46:48,+013:45:38,  71, TG3,19971101,20000630,   11,National Climate Data Center (DWD)                
 4920,132132,HECKELBERG                              ,DE,+52:44:45,+013:50:31,  82, TG3,20061201,20190430,   11,National Climate Data Center (DWD)                
 4921,132144,BAD BRUCKENAU (A)                       ,DE,+50:18:33,+009:47:04, 310, TG3,19690501,19840831,   11,National Climate Data Center (DWD)                
 4922,124080,HOYERSWERDA (PH)                        ,DE,+51:26:21,+014:14:39, 118, TG3,19470201,19591231,   11,National Climate Data Center (DWD)                
 4922,132156,HOYERSWERDA                             ,DE,+51:27:02,+014:15:15, 116, TG3,20100101,20190430,   11,National Climate Data Center (DWD)                
 4922,910495,HOYERSWERDA                             ,DE,+51:27:00,+014:15:00, 116, TG5,20100419,20190430,    -,Synoptical message from GTS
 4923,132168,WUNSIEDEL-SCHONBRUNN                    ,DE,+50:01:54,+011:58:27, 622, TG3,20060601,20190430,   11,National Climate Data Center (DWD)                
 4924,125184,LEIBLFING                               ,DE,+48:45:59,+012:30:48, 365, TG3,19780901,19970630,   11,National Climate Data Center (DWD)                
 4924,132180,GOTTFRIEDING                            ,DE,+48:39:38,+012:32:25, 350, TG3,20071201,20190430,   11,National Climate Data Center (DWD)                
 4925,132192,HOHERODSKOPF/VOGELSBERG                 ,DE,+50:30:30,+009:13:28, 743, TG3,20080501,20190430,   11,National Climate Data Center (DWD)                
 4926,132204,ALDERSBACH-KRIESTORF                    ,DE,+48:37:00,+013:03:07, 340, TG3,19590301,20190430,   11,National Climate Data Center (DWD)                
 4927,132216,LEUTKIRCH-HERLAZHOFEN                   ,DE,+47:47:47,+010:02:00, 672, TG3,20070402,20190430,   11,National Climate Data Center (DWD)                
 4928,129732,WAHLEN                                  ,DE,+50:48:45,+009:07:42, 349, TG3,19980110,20090630,   11,National Climate Data Center (DWD)                
 4928,132228,NEU-ULRICHSTEIN                         ,DE,+50:45:11,+009:01:24, 350, TG3,20110201,20190430,   11,National Climate Data Center (DWD)                
 4928,910535,WAHLEN                                  ,DE,+50:49:00,+009:07:59, 349, TG5,20040101,20090701,    -,Synoptical message from GTS
 4929,132240,NEUHUTTEN/SPESSART                      ,DE,+50:00:33,+009:25:30, 340, TG3,20061001,20190430,   11,National Climate Data Center (DWD)                
 4930,132252,LANGENWETZENDORF-GOTTENDORF             ,DE,+50:39:43,+012:04:37, 390, TG3,20061201,20190430,   11,National Climate Data Center (DWD)                
 4931,132264,KREIPITZSCH BEI BAD KOSEN               ,DE,+51:06:20,+011:42:45, 246, TG3,20070401,20190430,   11,National Climate Data Center (DWD)                
 4932,100038,SALZBURG                                ,AT,+47:48:00,+013:00:00, 437, TG7,19010101,20101231,    3,Wolfgang Lipa                                     
 4932,127656,BAD REICHENHALL                         ,DE,+47:43:28,+012:52:32, 470, TG3,19450101,20061130,   11,National Climate Data Center (DWD)                
 4932,132276,PIDING                                  ,DE,+47:46:23,+012:54:32, 458, TG3,20061201,20190430,   11,National Climate Data Center (DWD)                
 4933,126552,NEUMUNSTER                              ,DE,+54:05:20,+009:58:49,  26, TG3,19360101,20070831,   11,National Climate Data Center (DWD)                
 4933,132288,PADENSTEDT (PONY-PARK)                  ,DE,+54:01:14,+009:55:36,  17, TG3,20070901,20190430,   11,National Climate Data Center (DWD)                
 4934,132300,VEILSDORF                               ,DE,+50:25:04,+010:49:00, 397, TG3,20070501,20190430,   11,National Climate Data Center (DWD)                
 4935,132312,OBERHACHING-LAUFZORN                    ,DE,+48:00:50,+011:33:14, 604, TG3,20071101,20190430,   11,National Climate Data Center (DWD)                
 4936,132324,WITTINGEN-VORHOP                        ,DE,+52:38:38,+010:39:51,  72, TG3,20070501,20190430,   11,National Climate Data Center (DWD)                
 4937,132336,KR. NECKAR-ODENWALD BUCHEN              ,DE,+49:31:09,+009:19:21, 340, TG3,19350101,20190430,   11,National Climate Data Center (DWD)                
 4938,132348,BUCHENBACH                              ,DE,+47:57:47,+007:59:56, 445, TG3,19901001,20190430,   11,National Climate Data Center (DWD)                
 4939,132360,BUCHHOLZ IN DER NORDHEIDE               ,DE,+53:21:24,+009:56:12,  77, TG3,19760601,20190430,   11,National Climate Data Center (DWD)                
 4940,132372,BUCHEL (FLUGPLATZ)                      ,DE,+50:10:26,+007:03:47, 477, TG3,20010111,20181120,   11,National Climate Data Center (DWD)                
